2023-08-12 00:00:01 result: , param:5000-111:-1086.7900000000000
2023-08-12 00:55:45 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:55:47 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:55:49 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:55:51 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:55:53 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:55:55 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:55:57 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:55:59 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:01 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:03 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:05 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:07 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:09 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:11 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:13 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:15 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:17 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:19 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:21 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:23 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:25 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:27 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:29 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:31 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:33 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:35 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:37 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:39 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:41 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:43 result: , param:5000-111:-1096.6000000000000
2023-08-12 00:56:45 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:56:47 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:56:49 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:56:51 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:56:53 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:56:55 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:56:57 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:56:59 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:01 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:03 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:05 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:07 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:09 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:11 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:13 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:15 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:17 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:19 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:21 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:23 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:25 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:27 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:29 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:31 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:33 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:35 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:37 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:39 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:41 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:43 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:45 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:47 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:49 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:51 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:53 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:55 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:57 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:57:59 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:01 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:03 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:06 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:08 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:10 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:12 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:14 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:16 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:18 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:20 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:22 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:24 result: , param:5000-111:-1096.6100000000000
2023-08-12 00:58:26 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:28 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:30 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:32 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:34 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:36 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:38 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:40 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:42 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:44 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:46 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:48 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:50 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:52 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:54 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:56 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:58:58 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:00 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:02 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:04 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:06 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:08 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:10 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:12 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:14 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:16 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:18 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:20 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:22 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:24 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:26 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:28 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:30 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:32 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:34 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:36 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:38 result: , param:5000-111:-1096.7800000000000
2023-08-12 00:59:40 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:42 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:44 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:46 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:48 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:50 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:52 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:54 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:56 result: , param:5000-111:-1097.0500000000000
2023-08-12 00:59:58 result: , param:5000-111:-1097.0500000000000
2023-08-12 01:00:00 result: , param:5000-111:-1097.0500000000000
2023-08-12 01:00:02 result: , param:5000-111:-1097.3000000000000
2023-08-12 01:00:05 result: , param:5000-111:-1097.3000000000000
2023-08-12 01:00:07 result: , param:5000-111:-1097.3000000000000
2023-08-12 01:00:09 result: , param:5000-111:-1097.3000000000000
2023-08-12 01:00:11 result: , param:5000-111:-1097.3000000000000
2023-08-12 01:00:13 result: , param:5000-111:-1097.3000000000000
2023-08-12 01:00:15 result: , param:5000-111:-1097.5500000000000
2023-08-12 01:00:17 result: , param:5000-111:-1097.5500000000000
2023-08-12 01:00:19 result: , param:5000-111:-1097.7900000000000
2023-08-12 01:00:21 result: , param:5000-111:-1098.0400000000000
2023-08-12 01:00:23 result: , param:5000-111:-1098.0400000000000
2023-08-12 01:00:25 result: , param:5000-111:-1098.0400000000000
2023-08-12 01:00:27 result: , param:5000-111:-1098.0400000000000
2023-08-12 01:00:29 result: , param:5000-111:-1098.0400000000000
2023-08-12 01:00:31 result: , param:5000-111:-1098.0500000000000
2023-08-12 01:00:33 result: , param:5000-111:-1098.0500000000000
2023-08-12 01:00:35 result: , param:5000-111:-1098.0500000000000
2023-08-12 01:00:37 result: , param:5000-111:-1098.0500000000000
2023-08-12 01:00:39 result: , param:5000-111:-1098.0500000000000
2023-08-12 01:00:41 result: , param:5000-111:-1098.0500000000000
2023-08-12 01:00:43 result: , param:5000-111:-1098.1500000000000
2023-08-12 01:00:45 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:00:47 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:00:49 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:00:51 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:00:53 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:00:55 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:00:57 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:00:59 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:01 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:03 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:05 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:07 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:09 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:11 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:13 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:15 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:17 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:19 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:21 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:23 result: , param:5000-111:-1098.1500000000000
2023-08-12 01:01:25 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:27 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:29 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:31 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:33 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:35 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:37 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:39 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:41 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:43 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:45 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:47 result: , param:5000-111:-1098.1400000000000
2023-08-12 01:01:49 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:01:51 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:01:53 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:01:55 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:01:57 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:01:59 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:01 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:03 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:05 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:07 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:09 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:11 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:13 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:15 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:17 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:19 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:21 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:23 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:25 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:27 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:29 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:31 result: , param:5000-111:-1098.2800000000000
2023-08-12 01:02:33 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:35 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:37 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:39 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:41 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:43 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:45 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:47 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:49 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:51 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:53 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:55 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:57 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:02:59 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:01 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:03 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:05 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:07 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:09 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:11 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:13 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:15 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:17 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:19 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:21 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:23 result: , param:5000-111:-1098.2900000000000
2023-08-12 01:03:25 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:27 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:29 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:31 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:33 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:35 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:37 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:39 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:41 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:43 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:45 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:47 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:49 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:51 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:53 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:55 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:57 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:03:59 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:04:01 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:04:03 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:04:05 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:04:07 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:04:09 result: , param:5000-111:-1098.5500000000000
2023-08-12 01:04:12 result: , param:5000-111:-1099.3000000000000
2023-08-12 01:04:14 result: , param:5000-111:-1099.3000000000000
2023-08-12 01:04:16 result: , param:5000-111:-1099.3000000000000
2023-08-12 01:04:18 result: , param:5000-111:-1100.4700000000000
2023-08-12 01:04:20 result: , param:5000-111:-1100.4700000000000
2023-08-12 01:04:22 result: , param:5000-111:-1100.4700000000000
2023-08-12 01:04:24 result: , param:5000-111:-1100.4700000000000
2023-08-12 01:04:26 result: , param:5000-111:-1100.5500000000000
2023-08-12 01:04:28 result: , param:5000-111:-1100.5500000000000
2023-08-12 01:04:30 result: , param:5000-111:-1100.5500000000000
2023-08-12 01:04:32 result: , param:5000-111:-1100.5500000000000
2023-08-12 01:04:34 result: , param:5000-111:-1100.8000000000000
2023-08-12 01:04:36 result: , param:5000-111:-1100.8000000000000
2023-08-12 01:04:38 result: , param:5000-111:-1100.8000000000000
2023-08-12 01:04:40 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:42 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:44 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:46 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:48 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:50 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:52 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:54 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:56 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:04:58 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:00 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:02 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:04 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:06 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:08 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:10 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:12 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:14 result: , param:5000-111:-1101.2900000000000
2023-08-12 01:05:16 result: , param:5000-111:-1101.5500000000000
2023-08-12 01:05:18 result: , param:5000-111:-1101.5500000000000
2023-08-12 01:05:20 result: , param:5000-111:-1102.8900000000000
2023-08-12 01:05:22 result: , param:5000-111:-1102.8900000000000
2023-08-12 01:05:24 result: , param:5000-111:-1102.8900000000000
2023-08-12 01:05:26 result: , param:5000-111:-1101.5400000000000
2023-08-12 01:05:28 result: , param:5000-111:-1101.5400000000000
2023-08-12 01:05:30 result: , param:5000-111:-1103.5500000000000
2023-08-12 01:05:32 result: , param:5000-111:-1103.5500000000000
2023-08-12 01:05:34 result: , param:5000-111:-1103.5500000000000
2023-08-12 01:05:36 result: , param:5000-111:-1103.5500000000000
2023-08-12 01:05:38 result: , param:5000-111:-1103.5500000000000
2023-08-12 01:05:40 result: , param:5000-111:-1103.5500000000000
2023-08-12 01:05:42 result: , param:5000-111:-1103.5400000000000
2023-08-12 01:05:44 result: , param:5000-111:-1103.5300000000000
2023-08-12 01:05:46 result: , param:5000-111:-1103.5300000000000
2023-08-12 01:05:48 result: , param:5000-111:-1103.5300000000000
2023-08-12 01:05:50 result: , param:5000-111:-1103.5300000000000
2023-08-12 01:05:52 result: , param:5000-111:-1103.5300000000000
2023-08-12 01:05:54 result: , param:5000-111:-1103.5300000000000
2023-08-12 01:05:56 result: , param:5000-111:-1103.5300000000000
2023-08-12 01:05:58 result: , param:5000-111:-1103.5500000000000
2023-08-12 01:06:00 result: , param:5000-111:-1104.3000000000000
2023-08-12 01:06:02 result: , param:5000-111:-1104.3000000000000
2023-08-12 01:06:04 result: , param:5000-111:-1104.3000000000000
2023-08-12 01:06:06 result: , param:5000-111:-1104.3000000000000
2023-08-12 01:06:08 result: , param:5000-111:-1103.8000000000000
2023-08-12 01:06:10 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:12 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:14 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:16 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:18 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:20 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:22 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:24 result: , param:5000-111:-1104.5500000000000
2023-08-12 01:06:26 result: , param:5000-111:-1104.8000000000000
2023-08-12 01:06:28 result: , param:5000-111:-1104.8000000000000
2023-08-12 01:06:30 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:32 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:34 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:36 result: , param:5000-111:-1104.8100000000000
2023-08-12 01:06:38 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:40 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:42 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:44 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:46 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:48 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:50 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:52 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:54 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:56 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:06:58 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:00 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:02 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:04 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:06 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:08 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:10 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:12 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:14 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:16 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:18 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:20 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:22 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:24 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:26 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:28 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:30 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:32 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:34 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:36 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:38 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:40 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:42 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:44 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:46 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:48 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:50 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:52 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:54 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:07:56 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:07:58 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:00 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:02 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:04 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:06 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:08 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:10 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:12 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:14 result: , param:5000-111:-1107.5400000000000
2023-08-12 01:08:16 result: , param:5000-111:-1107.5500000000000
2023-08-12 01:08:18 result: , param:5000-111:-1110.5500000000000
2023-08-12 01:08:20 result: , param:5000-111:-1110.5500000000000
2023-08-12 01:08:22 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:08:24 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:08:26 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:28 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:30 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:32 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:35 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:37 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:39 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:41 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:43 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:45 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:47 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:49 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:51 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:53 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:55 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:57 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:08:59 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:01 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:03 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:05 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:07 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:09 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:11 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:13 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:15 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:17 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:19 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:21 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:23 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:25 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:27 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:29 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:31 result: , param:5000-111:-1110.7800000000000
2023-08-12 01:09:33 result: , param:5000-111:-1110.7900000000000
2023-08-12 01:09:35 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:37 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:39 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:41 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:43 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:45 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:47 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:49 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:51 result: , param:5000-111:-1110.9300000000000
2023-08-12 01:09:53 result: , param:5000-111:-1110.9300000000000
